Date_start,Power_kW,HR,solarRad_W/m2,Weekday,Hour_sin,Hour_cos,Power_kW_lag_1h,Power_kW_lag_2h,Power_kW_lag_24h,HDH,CDH_squared,CDH_Humidity,log_temp,holiday
2017-03-24 21:00:00,106.2707525,69.08833333333334,1.250916666666667,4,-0.7071067811865477,0.7071067811865474,117.0248855,119.14805,109.9891855,5.119999999999999,0.0,0.0,2.3869262414277967,False
2017-03-24 22:00:00,110.45175,66.3725,1.4540833333333334,4,-0.5000000000000004,0.8660254037844384,106.2707525,117.0248855,105.337976,4.836666666666666,0.0,0.0,2.4126345981380037,False
2017-03-24 23:00:00,106.7990855,74.4675,1.80475,4,-0.25881904510252157,0.9659258262890681,110.45175,106.2707525,103.0883,5.4733333333333345,0.0,0.0,2.3539117201593864,False
2017-03-25 00:00:00,107.0044755,87.85000000000001,1.21175,5,0.0,1.0,106.7990855,110.45175,106.8541475,5.963333333333331,0.0,0.0,2.306245053825533,False
2017-03-25 01:00:00,106.17712525,89.625,2.9796666666666667,5,0.25881904510252074,0.9659258262890683,107.0044755,106.7990855,104.869075,4.941666666666668,0.0,0.0,2.4031842915501613,False
2017-03-25 02:00:00,105.349775,88.22500000000001,2.298583333333333,5,0.49999999999999994,0.8660254037844387,106.17712525,107.0044755,106.2347,3.4841666666666686,0.0,0.0,2.526994509429489,False
2017-03-25 03:00:00,106.9192605,83.33333333333333,2.067916666666666,5,0.7071067811865476,0.7071067811865476,105.349775,106.17712525,107.493697,3.2575000000000003,0.0,0.0,2.54494286323206,False
2017-03-25 04:00:00,103.2021385,80.23333333333333,0.87475,5,0.8660254037844386,0.5000000000000001,106.9192605,105.349775,106.0854645,3.7958333333333343,0.0,0.0,2.501777423485742,False
2017-03-25 05:00:00,104.3339685,73.70833333333333,1.2899166666666666,5,0.9659258262890683,0.25881904510252074,103.2021385,106.9192605,104.6796355,3.5500000000000007,0.0,0.0,2.5217206229107165,False
2017-03-25 06:00:00,104.4939105,78.40833333333333,8.299,5,1.0,6.123233995736766e-17,104.3339685,103.2021385,106.423047,4.121666666666668,0.0,0.0,2.4747160122857244,False
2017-03-25 07:00:00,107.1524,78.01666666666667,72.1025,5,0.9659258262890683,-0.25881904510252063,104.4939105,104.3339685,112.9645,3.772500000000001,0.0,0.0,2.503687513431375,False
2017-03-25 08:00:00,104.4537065,74.18333333333334,310.4916666666667,5,0.8660254037844387,-0.4999999999999998,107.1524,104.4939105,114.9019395,4.219166666666666,0.0,0.0,2.466473917090941,False
2017-03-25 09:00:00,104.610808,67.3925,529.0,5,0.7071067811865476,-0.7071067811865475,104.4537065,107.1524,114.7926895,4.434166666666668,0.0,0.0,2.448055349579748,False
2017-03-25 10:00:00,105.8341895,59.6225,678.25,5,0.49999999999999994,-0.8660254037844387,104.610808,104.4537065,115.305509,4.5600000000000005,0.0,0.0,2.437115985951652,False
2017-03-25 11:00:00,104.8981355,52.009166666666665,806.9583333333334,5,0.258819045102521,-0.9659258262890682,105.8341895,104.610808,116.1910895,3.7200000000000006,0.0,0.0,2.5079719227189963,False
2017-03-25 12:00:00,109.3922435,50.625,612.2583333333333,5,1.2246467991473532e-16,-1.0,104.8981355,105.8341895,119.5669145,3.3100000000000005,0.0,0.0,2.540814281726296,False
2017-03-25 13:00:00,109.348325,46.821666666666665,762.0083333333333,5,-0.2588190451025208,-0.9659258262890683,109.3922435,104.8981355,116.4401795,2.934166666666668,0.0,0.0,2.5700006805843585,False
2017-03-25 14:00:00,111.562167,46.32416666666666,689.8249999999999,5,-0.4999999999999997,-0.8660254037844388,109.348325,109.3922435,114.5814,2.961666666666666,0.0,0.0,2.5678937364689345,False
2017-03-25 15:00:00,109.610525,49.06583333333333,503.1666666666667,5,-0.7071067811865471,-0.7071067811865479,111.562167,109.348325,117.787669,3.1308333333333316,0.0,0.0,2.5548342694469093,False
2017-03-25 16:00:00,109.2135105,50.56916666666667,395.8333333333333,5,-0.8660254037844385,-0.5000000000000004,109.610525,111.562167,113.0519,3.4141666666666683,0.0,0.0,2.53257184279025,False
2017-03-25 17:00:00,108.632519,51.45333333333334,247.01666666666665,5,-0.9659258262890683,-0.25881904510252063,109.2135105,109.610525,115.7650145,3.9991666666666674,0.0,0.0,2.484976091821291,False
2017-03-25 18:00:00,114.2573645,56.84166666666667,45.187916666666666,5,-1.0,-1.8369701987210297e-16,108.632519,109.2135105,118.179658,4.659166666666666,0.0,0.0,2.428409781784226,False
2017-03-25 19:00:00,110.405428,60.6075,0.9091666666666668,5,-0.9659258262890684,0.2588190451025203,114.2573645,108.632519,119.14805,5.163333333333334,0.0,0.0,2.3829354456477043,False
2017-03-25 20:00:00,110.6228355,62.8225,1.0130833333333331,5,-0.8660254037844386,0.5000000000000001,110.405428,114.2573645,117.0248855,5.523333333333332,0.0,0.0,2.3491505621413666,False
2017-03-25 21:00:00,109.5377645,65.35666666666667,1.4448333333333334,5,-0.7071067811865477,0.7071067811865474,110.6228355,110.405428,106.2707525,5.7766666666666655,0.0,0.0,2.3246726894580507,False
2017-03-25 22:00:00,104.9309105,66.705,2.81875,5,-0.5000000000000004,0.8660254037844384,109.5377645,110.6228355,110.45175,5.903333333333334,0.0,0.0,2.312205336371036,False
2017-03-25 23:00:00,107.0394355,67.9425,2.2278333333333333,5,-0.25881904510252157,0.9659258262890681,104.9309105,109.5377645,106.7990855,6.145833333333334,0.0,0.0,2.287894377584042,False
2017-03-26 00:00:00,106.312486,68.8075,2.0685,6,0.0,1.0,107.0394355,104.9309105,107.0044755,6.194166666666666,0.0,0.0,2.282977446687837,False
2017-03-26 01:00:00,107.001198,69.66166666666668,2.3084166666666666,6,0.25881904510252074,0.9659258262890683,106.312486,107.0394355,106.17712525,6.297499999999999,0.0,0.0,2.2723835842609246,False
2017-03-26 02:00:00,106.2637605,70.5,2.4446666666666665,6,0.49999999999999994,0.8660254037844387,107.001198,106.312486,105.349775,6.3583333333333325,0.0,0.0,2.2660939844116306,False
2017-03-26 03:00:00,107.2207905,70.91666666666667,2.017583333333333,6,0.7071067811865476,0.7071067811865476,106.2637605,107.001198,106.9192605,6.349166666666669,0.0,0.0,2.2670442674082856,False
2017-03-26 04:00:00,106.7300395,71.18333333333334,2.54875,6,0.8660254037844386,0.5000000000000001,107.2207905,106.2637605,103.2021385,6.3925,0.0,0.0,2.2625440434568618,False
2017-03-26 05:00:00,110.4773145,69.23083333333334,2.1054166666666667,6,0.9659258262890683,0.25881904510252074,106.7300395,107.2207905,104.3339685,6.470833333333331,0.0,0.0,2.25435727068079,False
2017-03-26 06:00:00,107.949925,65.6975,19.313333333333333,6,1.0,6.123233995736766e-17,110.4773145,106.7300395,104.4939105,6.408333333333331,0.0,0.0,2.260894665939837,False
2017-03-26 07:00:00,126.9618285,62.44,181.7,6,0.9659258262890683,-0.25881904510252063,107.949925,110.4773145,107.1524,5.914999999999999,0.0,0.0,2.311049171406175,False
2017-03-26 08:00:00,159.3448395,55.64833333333333,354.3583333333333,6,0.8660254037844387,-0.4999999999999998,126.9618285,107.949925,104.4537065,4.9825,0.0,0.0,2.399484917734005,False
2017-03-26 09:00:00,223.0847855,50.97,545.7666666666667,6,0.7071067811865476,-0.7071067811865475,159.3448395,126.9618285,104.610808,4.040833333333332,0.0,0.0,2.4814980693948403,False
2017-03-26 10:00:00,244.1980035,46.05666666666667,691.9916666666667,6,0.49999999999999994,-0.8660254037844387,223.0847855,159.3448395,105.8341895,2.7958333333333343,0.0,0.0,2.5805324363489293,False
2017-03-26 11:00:00,256.10385,44.16666666666666,784.75,6,0.258819045102521,-0.9659258262890682,244.1980035,223.0847855,104.8981355,2.0875000000000004,0.0,0.0,2.6327877166016633,False
2017-03-26 12:00:00,254.8511895,42.32583333333333,830.4166666666666,6,1.2246467991473532e-16,-1.0,256.10385,244.1980035,109.3922435,1.3408333333333342,0.0,0.0,2.685065850822814,False
2017-03-26 13:00:00,238.6100845,42.92333333333334,798.0,6,-0.2588190451025208,-0.9659258262890683,254.8511895,256.10385,109.348325,1.1125000000000007,0.0,0.0,2.7005219346814187,False
2017-03-26 14:00:00,255.459275,42.52583333333333,734.2333333333332,6,-0.4999999999999997,-0.8660254037844388,238.6100845,254.8511895,111.562167,0.9649999999999981,0.0,0.0,2.7103808164404923,False
2017-03-26 15:00:00,254.8948895,42.59666666666667,597.3249999999999,6,-0.7071067811865471,-0.7071067811865479,255.459275,238.6100845,109.610525,0.7725000000000009,0.0,0.0,2.7231030037285024,False
2017-03-26 16:00:00,259.642239,48.06166666666667,399.725,6,-0.8660254037844385,-0.5000000000000004,254.8948895,255.459275,109.2135105,1.184166666666668,0.0,0.0,2.69569642874048,False
2017-03-26 17:00:00,241.366025,52.58583333333333,240.5,6,-0.9659258262890683,-0.25881904510252063,259.642239,254.8948895,108.632519,1.8308333333333326,0.0,0.0,2.651068242281394,False
2017-03-26 18:00:00,211.2822895,56.21416666666667,53.69858333333334,6,-1.0,-1.8369701987210297e-16,241.366025,259.642239,114.2573645,2.895833333333334,0.0,0.0,2.5729302457925494,False
